"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
1.0,13.0,1.0,0.00011610984802246094,"[[[[Sentence1]]]]: 我我后来又给你写了一封信啊.
[[[[Sentence2]]]]: 其实收信人收到了第一封信,[[但]]是可[[能]]忘记了",2.0,0.9959244132041931,"[[[[Sentence1]]]]: 我我后来又给你写了一封信啊.
[[[[Sentence2]]]]: 其实收信人收到了第一封信,是可忘记了","Successful"
1.0,1.0,0.0,0.6797146797180176,"[[[[Sentence1]]]]: 每天都在打高尔夫球的.
[[[[Sentence2]]]]: 主人公生活得很规律。",0.0,0.6797146797180176,"[[[[Sentence1]]]]: 每天都在打高尔夫球的.
[[[[Sentence2]]]]: 主人公生活得很规律。","Skipped"
2.0,13.0,2.0,7.283687591552734e-05,"[[[[Sentence1]]]]: 要狠抓造林质量不放松
[[[[Sentence2]]]]: 种的树越多越好,至于成活率和质量[[并]][[不]]需要考虑",1.0,0.9982046484947205,"[[[[Sentence1]]]]: 要狠抓造林质量不放松
[[[[Sentence2]]]]: 种的树越多越好,至于成活率和质量需要考虑","Successful"
0.0,7.0,0.0,0.00893491506576538,"[[[[Sentence1]]]]: 政策的稳定,来自班子的稳定,班子的稳定,又来自班子的团结
[[[[Sentence2]]]]: 班子的稳定影响政[[策]]的问题",1.0,0.889991283416748,"[[[[Sentence1]]]]: 政策的稳定,来自班子的稳定,班子的稳定,又来自班子的团结
[[[[Sentence2]]]]: 班子的稳定影响政的问题","Successful"
1.0,7.0,1.0,0.00016736984252929688,"[[[[Sentence1]]]]: 这是一个晦涩的时刻,有些不清不白的,却是伤人肺腑
[[[[Sentence2]]]]: 此时[[灯]]光很昏暗",0.0,0.9994344711303711,"[[[[Sentence1]]]]: 这是一个晦涩的时刻,有些不清不白的,却是伤人肺腑
[[[[Sentence2]]]]: 此时光很昏暗","Successful"
0.0,7.0,0.0,0.013441085815429688,"[[[[Sentence1]]]]: 他们的生活起居是一个谜,他们的生平遭际更是一个谜
[[[[Sentence2]]]]: 他们的生平遭际比生活起居还[[难]]知道",2.0,0.9998499751091003,"[[[[Sentence1]]]]: 他们的生活起居是一个谜,他们的生平遭际更是一个谜
[[[[Sentence2]]]]: 他们的生平遭际比生活起居还知道","Successful"
2.0,31.0,2.0,0.00010216236114501953,"[[[[Sentence1]]]]: 去年去排股票行呐,股票经济.
[[[[Sentence2]]]]: 去年[[没]][[有]][[人]]参与[[股]][[票]]交易。",0.0,0.999972939491272,"[[[[Sentence1]]]]: 去年去排股票行呐,股票经济.
[[[[Sentence2]]]]: 去年参与交易。","Successful"
1.0,1.0,2.0,0.9999821186065674,"[[[[Sentence1]]]]: 为什么不受监管呢
[[[[Sentence2]]]]: 用反问来表示一直在受监管",2.0,0.9999821186065674,"[[[[Sentence1]]]]: 为什么不受监管呢
[[[[Sentence2]]]]: 用反问来表示一直在受监管","Skipped"
1.0,1.0,2.0,0.9128210544586182,"[[[[Sentence1]]]]: 我本来以为你最近没事儿话.
[[[[Sentence2]]]]: “你”在澳大利亚悠闲地度假。",2.0,0.9128210544586182,"[[[[Sentence1]]]]: 我本来以为你最近没事儿话.
[[[[Sentence2]]]]: “你”在澳大利亚悠闲地度假。","Skipped"
2.0,7.0,2.0,7.939338684082031e-05,"[[[[Sentence1]]]]: 因为我正在等那些,嗯你说.
[[[[Sentence2]]]]: 我听[[不]]见",0.0,0.9998972415924072,"[[[[Sentence1]]]]: 因为我正在等那些,嗯你说.
[[[[Sentence2]]]]: 我听见","Successful"
0.0,25.0,0.0,0.00014531612396240234,"[[[[Sentence1]]]]: 对群众的这种积极性一要爱护,二要引导
[[[[Sentence2]]]]: 对群[[众]][[的]][[积]]极性要有[[态]]度",1.0,0.9107075929641724,"[[[[Sentence1]]]]: 对群众的这种积极性一要爱护,二要引导
[[[[Sentence2]]]]: 对群极性要有度","Successful"
0.0,31.0,0.0,0.00018364191055297852,"[[[[Sentence1]]]]: 前者虽是有着些超凡脱俗的想头,行起来还是脚踏实地
[[[[Sentence2]]]]: [[想]]头[[是]][[超]][[凡]]脱俗[[的]]",2.0,0.7419580221176147,"[[[[Sentence1]]]]: 前者虽是有着些超凡脱俗的想头,行起来还是脚踏实地
[[[[Sentence2]]]]: 头脱俗","Successful"
1.0,1.0,2.0,0.9999846816062927,"[[[[Sentence1]]]]: 过去一年,国防和军队建设扎实推进,强军事业展现许多新气象新作为
[[[[Sentence2]]]]: 国防和军队建设去年才得到发展",2.0,0.9999846816062927,"[[[[Sentence1]]]]: 过去一年,国防和军队建设扎实推进,强军事业展现许多新气象新作为
[[[[Sentence2]]]]: 国防和军队建设去年才得到发展","Skipped"
2.0,13.0,2.0,9.810924530029297e-05,"[[[[Sentence1]]]]: 要稳定和完善出口政策,加快通关便利化改革,扩大跨境电子商务试点
[[[[Sentence2]]]]: 外来货物入境[[不]][[需]]要经过海关",0.0,0.9999822378158569,"[[[[Sentence1]]]]: 要稳定和完善出口政策,加快通关便利化改革,扩大跨境电子商务试点
[[[[Sentence2]]]]: 外来货物入境要经过海关","Successful"
0.0,7.0,0.0,0.43200552463531494,"[[[[Sentence1]]]]: 各项决策都要做到程序依法规范、过程民主公开、结果科学公正
[[[[Sentence2]]]]: 好的决策的结果一定是科学公[[正]]的",2.0,0.9984192252159119,"[[[[Sentence1]]]]: 各项决策都要做到程序依法规范、过程民主公开、结果科学公正
[[[[Sentence2]]]]: 好的决策的结果一定是科学公的","Successful"
2.0,7.0,2.0,0.035511136054992676,"[[[[Sentence1]]]]: 但是,与此同时,人类在环境方面却付出了巨大的代价
[[[[Sentence2]]]]: 现在的环境比[[过]]去好。",0.0,0.9879368543624878,"[[[[Sentence1]]]]: 但是,与此同时,人类在环境方面却付出了巨大的代价
[[[[Sentence2]]]]: 现在的环境比去好。","Successful"
0.0,13.0,0.0,0.004687070846557617,"[[[[Sentence1]]]]: 我现在觉得,有些事你要是老不出去接触社会,山中方七日,世上已千年
[[[[Sentence2]]]]: 要出去多接触社会,才能跟[[上]][[时]]代。",1.0,0.6918452382087708,"[[[[Sentence1]]]]: 我现在觉得,有些事你要是老不出去接触社会,山中方七日,世上已千年
[[[[Sentence2]]]]: 要出去多接触社会,才能跟代。","Successful"
2.0,7.0,2.0,0.00018483400344848633,"[[[[Sentence1]]]]: 所有的宏观经济管理部门和监督部门,都要切实负起责任来,加强对消费需求的控制和监督
[[[[Sentence2]]]]: 消费需求的控制和监督可以[[自]]发完成",1.0,0.9996505975723267,"[[[[Sentence1]]]]: 所有的宏观经济管理部门和监督部门,都要切实负起责任来,加强对消费需求的控制和监督
[[[[Sentence2]]]]: 消费需求的控制和监督可以发完成","Successful"
1.0,19.0,1.0,0.0007165074348449707,"[[[[Sentence1]]]]: 一秒、二秒、三秒……只见悬在高空的孩子挣扎了几下,随着一声惨叫,从40多米的高空重重摔下……
[[[[Sentence2]]]]: 孩子最初是[[因]][[某]][[物]]悬在空中的",0.0,0.9997931718826294,"[[[[Sentence1]]]]: 一秒、二秒、三秒……只见悬在高空的孩子挣扎了几下,随着一声惨叫,从40多米的高空重重摔下……
[[[[Sentence2]]]]: 孩子最初是悬在空中的","Successful"
1.0,25.0,1.0,0.00012159347534179688,"[[[[Sentence1]]]]: 景二:那卡车也许是闹市上唯一获准的笨重通行物,风驰电掣般神气
[[[[Sentence2]]]]: 那卡车获准在闹市上通行[[是]][[因]][[为]]它需要来运[[货]]",0.0,0.9987961649894714,"[[[[Sentence1]]]]: 景二:那卡车也许是闹市上唯一获准的笨重通行物,风驰电掣般神气
[[[[Sentence2]]]]: 那卡车获准在闹市上通行它需要来运","Successful"
2.0,1.0,1.0,0.9683051109313965,"[[[[Sentence1]]]]: 海部组阁困难说明了什么
[[[[Sentence2]]]]: 组阁的困难已经解决",1.0,0.9683051109313965,"[[[[Sentence1]]]]: 海部组阁困难说明了什么
[[[[Sentence2]]]]: 组阁的困难已经解决","Skipped"
0.0,67.0,0.0,0.002481818199157715,"[[[[Sentence1]]]]: 充分发挥和努力扩大现有的化肥生产能力,坚决完成今年的化肥生产和供应任务
[[[[Sentence2]]]]: 化肥生产能力关系[[到]][[与]][[化]][[肥]]生[[产]][[和]][[供]][[应]][[任]][[务]]的[[完]]成",1.0,0.6104989051818848,"[[[[Sentence1]]]]: 充分发挥和努力扩大现有的化肥生产能力,坚决完成今年的化肥生产和供应任务
[[[[Sentence2]]]]: 化肥生产能力关系生的成","Successful"
1.0,7.0,1.0,0.42104530334472656,"[[[[Sentence1]]]]: 散会后,几个负责人边走边议论说:刁市长动真格啦
[[[[Sentence2]]]]: 刁市长并[[没]]有动真格",0.0,0.9996766448020935,"[[[[Sentence1]]]]: 散会后,几个负责人边走边议论说:刁市长动真格啦
[[[[Sentence2]]]]: 刁市长并有动真格","Successful"
0.0,13.0,0.0,0.00048673152923583984,"[[[[Sentence1]]]]: 咪蒙,改头换面出来
[[[[Sentence2]]]]: 咪蒙[[曾]][[经]]退隐",2.0,0.6957070827484131,"[[[[Sentence1]]]]: 咪蒙,改头换面出来
[[[[Sentence2]]]]: 咪蒙退隐","Successful"
2.0,74.0,2.0,0.00013244152069091797,"[[[[Sentence1]]]]: 要切实加强国有资产管理,做好清产核资工作,保证国有资产保值增值
[[[[Sentence2]]]]: 清产核资工作做[[不]][[好]],国[[有]][[资]][[产]][[增]][[值]][[保]][[值]][[也]]可[[以]]实现[[。]]",1.0,0.9852098822593689,"[[[[Sentence1]]]]: 要切实加强国有资产管理,做好清产核资工作,保证国有资产保值增值
[[[[Sentence2]]]]: 清产核资工作做,国可实现","Successful"
2.0,1.0,1.0,0.7384366989135742,"[[[[Sentence1]]]]: 因为咱们请来了一个真正的专家,李玫瑾老师,每次观众都知道李老师一来,大的案件就发生了
[[[[Sentence2]]]]: 李玫瑾老师第一次参加这个节目。",1.0,0.7384366989135742,"[[[[Sentence1]]]]: 因为咱们请来了一个真正的专家,李玫瑾老师,每次观众都知道李老师一来,大的案件就发生了
[[[[Sentence2]]]]: 李玫瑾老师第一次参加这个节目。","Skipped"
0.0,13.0,0.0,0.0002759099006652832,"[[[[Sentence1]]]]: 心里有些生畏,又不知畏惧什么
[[[[Sentence2]]]]: 有点[[感]]到害[[怕]]",1.0,0.9879852533340454,"[[[[Sentence1]]]]: 心里有些生畏,又不知畏惧什么
[[[[Sentence2]]]]: 有点到害","Successful"
1.0,13.0,1.0,0.00254136323928833,"[[[[Sentence1]]]]: 坚持通过市场竞争实现优胜劣汰,鼓励企业兼并重组
[[[[Sentence2]]]]: 某些地区、某些领域会出现垄断,从而[[妨]][[碍]]公平竞争",0.0,0.5680387020111084,"[[[[Sentence1]]]]: 坚持通过市场竞争实现优胜劣汰,鼓励企业兼并重组
[[[[Sentence2]]]]: 某些地区、某些领域会出现垄断,从而公平竞争","Successful"
2.0,25.0,2.0,7.677078247070312e-05,"[[[[Sentence1]]]]: 长虹厂以略高于国家牌价而低于黑市价格作价卖给省工商银行一批47厘米长虹牌彩电
[[[[Sentence2]]]]: 长虹厂没有向银[[行]][[出]][[售]][[过]]彩电。",0.0,0.9934879541397095,"[[[[Sentence1]]]]: 长虹厂以略高于国家牌价而低于黑市价格作价卖给省工商银行一批47厘米长虹牌彩电
[[[[Sentence2]]]]: 长虹厂没有向银彩电。","Successful"
2.0,13.0,2.0,0.0001556873321533203,"[[[[Sentence1]]]]: 近14亿中国人的饭碗,必须牢牢端在自己手上
[[[[Sentence2]]]]: 中国的饭碗可以[[全]]部依[[赖]]美国。",1.0,0.9989575743675232,"[[[[Sentence1]]]]: 近14亿中国人的饭碗,必须牢牢端在自己手上
[[[[Sentence2]]]]: 中国的饭碗可以部依美国。","Successful"
1.0,1.0,0.0,0.793487548828125,"[[[[Sentence1]]]]: 他自己好像说过我是华人,所以他就把我挑出来,这个是不一定的
[[[[Sentence2]]]]: 他对华人有意见",0.0,0.793487548828125,"[[[[Sentence1]]]]: 他自己好像说过我是华人,所以他就把我挑出来,这个是不一定的
[[[[Sentence2]]]]: 他对华人有意见","Skipped"
2.0,49.0,2.0,8.940696716308594e-05,"[[[[Sentence1]]]]: 是,但是你比如说像现在这种情况,是不是就是说咱们离它就绝对人类是再也没有任何可能性了
[[[[Sentence2]]]]: [[所]][[有]]人类[[都]][[对]]它[[了]][[如]][[指]][[掌]]",0.0,0.8644884824752808,"[[[[Sentence1]]]]: 是,但是你比如说像现在这种情况,是不是就是说咱们离它就绝对人类是再也没有任何可能性了
[[[[Sentence2]]]]: 人类它","Successful"
0.0,19.0,0.0,0.00027376413345336914,"[[[[Sentence1]]]]: 精神病里都有的,所以他一看你的这种反应或者是什么,他会告诉你这是属于什么什么症状
[[[[Sentence2]]]]: 这种反应是精神病[[里]]的[[某]]种症[[状]]。",1.0,0.9920772910118103,"[[[[Sentence1]]]]: 精神病里都有的,所以他一看你的这种反应或者是什么,他会告诉你这是属于什么什么症状
[[[[Sentence2]]]]: 这种反应是精神病的种症。","Successful"
2.0,7.0,2.0,0.21416515111923218,"[[[[Sentence1]]]]: 曾和老狼去听林肯公园演唱会全场我俩年纪最大
[[[[Sentence2]]]]: 观众中有比我和老狼年纪[[更]]大的人",0.0,0.9999713897705078,"[[[[Sentence1]]]]: 曾和老狼去听林肯公园演唱会全场我俩年纪最大
[[[[Sentence2]]]]: 观众中有比我和老狼年纪大的人","Successful"
2.0,1.0,1.0,0.9357407093048096,"[[[[Sentence1]]]]: 《锵锵三人行》,今天心情真的很高兴,不仅是见到格子,而且是有朋自远方来
[[[[Sentence2]]]]: 格子住在我家",1.0,0.9357407093048096,"[[[[Sentence1]]]]: 《锵锵三人行》,今天心情真的很高兴,不仅是见到格子,而且是有朋自远方来
[[[[Sentence2]]]]: 格子住在我家","Skipped"
0.0,13.0,0.0,0.000591278076171875,"[[[[Sentence1]]]]: 她暗暗惊讶萨沙的镇定,康明逊是不能与之同日而语,看来,由他来承担这事是对了
[[[[Sentence2]]]]: 她以前并不知道萨沙[[如]][[此]]镇定",2.0,0.9944103360176086,"[[[[Sentence1]]]]: 她暗暗惊讶萨沙的镇定,康明逊是不能与之同日而语,看来,由他来承担这事是对了
[[[[Sentence2]]]]: 她以前并不知道萨沙镇定","Successful"
1.0,1.0,0.0,0.9996366500854492,"[[[[Sentence1]]]]: 深入开展国务院大督查,推动改革发展政策和部署落实
[[[[Sentence2]]]]: 国务院大督查的方式已经确定了",0.0,0.9996366500854492,"[[[[Sentence1]]]]: 深入开展国务院大督查,推动改革发展政策和部署落实
[[[[Sentence2]]]]: 国务院大督查的方式已经确定了","Skipped"
2.0,7.0,2.0,7.522106170654297e-05,"[[[[Sentence1]]]]: 我国同日本、俄罗斯、韩国的互利合作关系不断扩大
[[[[Sentence2]]]]: 我国同日本、俄罗斯、韩国是[[单]]方获利关系",0.0,0.999962329864502,"[[[[Sentence1]]]]: 我国同日本、俄罗斯、韩国的互利合作关系不断扩大
[[[[Sentence2]]]]: 我国同日本、俄罗斯、韩国是方获利关系","Successful"
0.0,1.0,1.0,0.9979431629180908,"[[[[Sentence1]]]]: 王琦瑶坐在暗处,因没人注意,感到很自在
[[[[Sentence2]]]]: 王琦瑶被人注意就会不自在",1.0,0.9979431629180908,"[[[[Sentence1]]]]: 王琦瑶坐在暗处,因没人注意,感到很自在
[[[[Sentence2]]]]: 王琦瑶被人注意就会不自在","Skipped"
1.0,1.0,2.0,0.997290849685669,"[[[[Sentence1]]]]: 呀,但现在我要做实验.
[[[[Sentence2]]]]: 我两小时后出门赴宴。",2.0,0.997290849685669,"[[[[Sentence1]]]]: 呀,但现在我要做实验.
[[[[Sentence2]]]]: 我两小时后出门赴宴。","Skipped"
2.0,31.0,2.0,7.903575897216797e-05,"[[[[Sentence1]]]]: 基本完成省市县政府机构改革,继续推进事业单位改革
[[[[Sentence2]]]]: 改革成绩一片大好,各机构单位[[不]]需[[要]]继续[[推]][[进]]改[[革]]。",0.0,0.9983701109886169,"[[[[Sentence1]]]]: 基本完成省市县政府机构改革,继续推进事业单位改革
[[[[Sentence2]]]]: 改革成绩一片大好,各机构单位需继续改。","Successful"
1.0,7.0,1.0,0.01609957218170166,"[[[[Sentence1]]]]: 他腾讯肯定未来火啊
[[[[Sentence2]]]]: 他的发展前[[途]]一帆风顺",2.0,0.9999542236328125,"[[[[Sentence1]]]]: 他腾讯肯定未来火啊
[[[[Sentence2]]]]: 他的发展前一帆风顺","Successful"
1.0,7.0,1.0,0.0007688999176025391,"[[[[Sentence1]]]]: 当然咱们也可以看看这个照片,看看杨振宁他是不是长得很精
[[[[Sentence2]]]]: 看照片的人一共有[[五]]个",0.0,0.8775849342346191,"[[[[Sentence1]]]]: 当然咱们也可以看看这个照片,看看杨振宁他是不是长得很精
[[[[Sentence2]]]]: 看照片的人一共有个","Successful"
2.0,1.0,0.0,0.8962290287017822,"[[[[Sentence1]]]]: 人家语言不通,不照样跑么.
[[[[Sentence2]]]]: 他身体不好,走路都费劲。",0.0,0.8962290287017822,"[[[[Sentence1]]]]: 人家语言不通,不照样跑么.
[[[[Sentence2]]]]: 他身体不好,走路都费劲。","Skipped"
2.0,68.0,2.0,7.450580596923828e-05,"[[[[Sentence1]]]]: 呀,呀,先寄一部分过来.
[[[[Sentence2]]]]: [[就]][[只]]寄[[这]]一部[[分]][[就]][[行]]了[[,]][[不]]用[[再]][[寄]][[了]]",1.0,0.9994156956672668,"[[[[Sentence1]]]]: 呀,呀,先寄一部分过来.
[[[[Sentence2]]]]: 寄一部了用","Successful"
1.0,13.0,1.0,9.202957153320312e-05,"[[[[Sentence1]]]]: 她匆匆地去,匆匆地回,要事在身的样子
[[[[Sentence2]]]]: 她在执行[[秘]][[密]]任务。",0.0,0.9988393187522888,"[[[[Sentence1]]]]: 她匆匆地去,匆匆地回,要事在身的样子
[[[[Sentence2]]]]: 她在执行任务。","Successful"
0.0,1.0,1.0,0.8209534883499146,"[[[[Sentence1]]]]: 清净的时候,是有李主任的面影浮起,是模糊的面影,低着头用眼里的余光看过去的
[[[[Sentence2]]]]: 这个人和李主任有过共处的时光",1.0,0.8209534883499146,"[[[[Sentence1]]]]: 清净的时候,是有李主任的面影浮起,是模糊的面影,低着头用眼里的余光看过去的
[[[[Sentence2]]]]: 这个人和李主任有过共处的时光","Skipped"
0.0,31.0,0.0,0.00031006336212158203,"[[[[Sentence1]]]]: 他们三个大人一个孩子走在公园里,出于好心情而赞叹着花草树木[[
[[[[Sentence2]]]]: ]][[当]][[时]][[有]][[花]]开放",1.0,0.8045734167098999,"他们三个大人一个孩子走在公园里,出于好心情而赞叹着花草树木开放","Successful"
0.0,37.0,0.0,0.01737302541732788,"[[[[Sentence1]]]]: 政府干的,都应是人民盼[[的]]
[[[[Sentence2]]]]: 政府[[应]]该[[重]][[视]][[民]][[意]]",1.0,0.8900362253189087,"[[[[Sentence1]]]]: 政府干的,都应是人民盼
[[[[Sentence2]]]]: 政府该","Successful"
2.0,31.0,2.0,0.00018006563186645508,"[[[[Sentence1]]]]: 洪都拉斯是中美洲最贫困的国家,经济和社会问题严重
[[[[Sentence2]]]]: 洪都拉[[斯]][[经]][[济]]发展[[很]][[好]]",1.0,0.5266294479370117,"[[[[Sentence1]]]]: 洪都拉斯是中美洲最贫困的国家,经济和社会问题严重
[[[[Sentence2]]]]: 洪都拉发展","Successful"
2.0,1.0,1.0,0.9993507266044617,"[[[[Sentence1]]]]: 李厂长还告诉我,对质量问题他们有道深刻的教训
[[[[Sentence2]]]]: 赵厂长的厂子出现了严重的质量问题。",1.0,0.9993507266044617,"[[[[Sentence1]]]]: 李厂长还告诉我,对质量问题他们有道深刻的教训
[[[[Sentence2]]]]: 赵厂长的厂子出现了严重的质量问题。","Skipped"
1.0,19.0,1.0,9.989738464355469e-05,"[[[[Sentence1]]]]: 我在凤凰是拍马屁成精的人物,你们今天可以领略一下
[[[[Sentence2]]]]: 今天是单位举[[办]]年[[会]]的[[日]]子。",2.0,0.9674322605133057,"[[[[Sentence1]]]]: 我在凤凰是拍马屁成精的人物,你们今天可以领略一下
[[[[Sentence2]]]]: 今天是单位举年的子。","Successful"
1.0,13.0,1.0,9.5367431640625e-05,"[[[[Sentence1]]]]: 丹麦的托·伦德和珀·杜蓬特2:110:15、15:3、15:10胜瑞典的扬·安通松和玛·本特松
[[[[Sentence2]]]]: 扬·安通松和玛·本特松在比赛中[[配]]合默[[契]]。",0.0,0.9980591535568237,"[[[[Sentence1]]]]: 丹麦的托·伦德和珀·杜蓬特2:110:15、15:3、15:10胜瑞典的扬·安通松和玛·本特松
[[[[Sentence2]]]]: 扬·安通松和玛·本特松在比赛中合默。","Successful"
2.0,7.0,2.0,0.019969522953033447,"[[[[Sentence1]]]]: 所以,最后他的导师劝他,你还是搞理论物理比较好,要不变成恐怖分子
[[[[Sentence2]]]]: 他的导师认为他是个三观正[[确]]的好孩子",1.0,0.9941169619560242,"[[[[Sentence1]]]]: 所以,最后他的导师劝他,你还是搞理论物理比较好,要不变成恐怖分子
[[[[Sentence2]]]]: 他的导师认为他是个三观正的好孩子","Successful"
1.0,13.0,1.0,0.01100236177444458,"[[[[Sentence1]]]]: 其实我觉得我们现在讲社会比较开放了,成年人包括像陈冠希那事当时让我评我是不评的,为什么
[[[[Sentence2]]]]: 因为我觉得这无[[关]]紧[[要]]",2.0,0.9996654987335205,"[[[[Sentence1]]]]: 其实我觉得我们现在讲社会比较开放了,成年人包括像陈冠希那事当时让我评我是不评的,为什么
[[[[Sentence2]]]]: 因为我觉得这无紧","Successful"
2.0,25.0,2.0,7.68899917602539e-05,"[[[[Sentence1]]]]: 采取果断措施,集中力量抗击非典
[[[[Sentence2]]]]: 政府对抗[[击]][[非]]典毫[[无]][[作]]为",0.0,0.9946231842041016,"[[[[Sentence1]]]]: 采取果断措施,集中力量抗击非典
[[[[Sentence2]]]]: 政府对抗典毫为","Successful"
0.0,13.0,0.0,0.0009061098098754883,"[[[[Sentence1]]]]: 他的意思绝对不会被弹劾,你是绝对认为他绝对会弹劾对吧
[[[[Sentence2]]]]: 他认为自[[己]][[不]]会被弹劾。",2.0,0.9954357147216797,"[[[[Sentence1]]]]: 他的意思绝对不会被弹劾,你是绝对认为他绝对会弹劾对吧
[[[[Sentence2]]]]: 他认为自会被弹劾。","Successful"
0.0,67.0,0.0,0.0004928112030029297,"[[[[Sentence1]]]]: 在亚美尼亚,极端分子袭击和破坏设施和抢劫武器事件也时有发[[生]]
[[[[Sentence2]]]]: [[亚]][[美]][[尼]][[亚]]境[[内]]存[[在]][[武]][[器]][[装]][[备]]",1.0,0.6666405200958252,"[[[[Sentence1]]]]: 在亚美尼亚,极端分子袭击和破坏设施和抢劫武器事件也时有发
[[[[Sentence2]]]]: 境存","Successful"
0.0,73.0,0.0,0.00035059452056884766,"[[[[Sentence1]]]]: 这一斗嘴可说是接上了头,彼此都有些领略对方的厉害,自然生出了好斗心,有些按[[捺]]不住[[的]][[兴]][[奋]][[
[[[[Sentence2]]]]: ]][[斗]][[嘴]][[让]][[双]]方情[[绪]][[激]][[动]]",1.0,0.6842943429946899,"这一斗嘴可说是接上了头,彼此都有些领略对方的厉害,自然生出了好斗心,有些按不住方情","Successful"
2.0,8.0,2.0,0.4617999792098999,"[[[[Sentence1]]]]: 每招都有每一招的破解方法,就还有人就是,现在咱们戴着话筒呢,就说那老师我往上推你,是不是
[[[[Sentence2]]]]: 老师[[现]]在在上面",0.0,0.9995189309120178,"[[[[Sentence1]]]]: 每招都有每一招的破解方法,就还有人就是,现在咱们戴着话筒呢,就说那老师我往上推你,是不是
[[[[Sentence2]]]]: 老师在在上面","Successful"
0.0,13.0,0.0,0.0004355311393737793,"[[[[Sentence1]]]]: 我们高度重视解决群众特别是困难群众的生产生活问题,维护群众切身利益
[[[[Sentence2]]]]: 该国政府[[关]][[注]]民生问题",1.0,0.6486263275146484,"[[[[Sentence1]]]]: 我们高度重视解决群众特别是困难群众的生产生活问题,维护群众切身利益
[[[[Sentence2]]]]: 该国政府民生问题","Successful"
